"date","open","high","low","close","volume","oi"
2012-06-23,2,2,20470,20469,498100,2
2012-06-23,1,1,35000,35000,1457500,4
2012-06-23,1,1,815000,615000,33761600,2
2012-06-23,1,4,24769,30697,244118,2
2012-06-23,1,3,625500,625500,12668800,2
2012-06-23,1,3,13669,7535,141604,1
2012-06-23,1,1,-404364,-404364,18600435,5
2012-06-23,1,1,6000,-2064,84715,1
2012-06-23,1,1,4900,-6467,4900,2
2012-06-23,1,1,-1225434,633873,42443952,4
2012-06-23,1,2,28370,81565,1238195,4
2012-06-23,3,2,16600,7959,294774,2
2012-06-23,1,2,9800,1568,216814,2
2012-06-23,1,2,15870,11849,440879,2
2012-06-23,1,1,4900,-4678,4900,2
2012-06-23,1,4,101270,101269,601700,2
2012-06-23,2,2,441742,317412,4973141,2
2012-06-23,2,4,19769,19769,244040,1
2012-06-23,1,1,35000,35000,1596700,3
2012-06-23,1,1,79400,79400,1538500,2
2012-06-23,1,3,8669,8669,160259,1
2012-06-23,1,3,5770,11568,222068,2
2012-06-23,1,1,4040,5017,88146,5
2012-06-23,1,4,12669,7899,299108,2
2012-06-23,2,1,4900,-4865,4900,2
2012-06-23,2,2,241742,241741,4773141,2
2012-06-23,2,3,302570,359184,1793163,4
2012-06-23,1,1,3296,641,351704,2
2012-06-23,1,4,58200,58200,3730300,2
2012-06-23,1,4,399168,399169,3380469,2
2012-06-23,2,5,49768,46554,694946,2
2012-06-23,1,1,4039,4268,48068,2
2012-06-23,1,3,20000,20000,308519,2
2012-06-23,1,2,292668,292669,3018769,2
2012-06-23,4,1,7900,31327,5439277,3
2012-06-23,2,2,4900,-3424,195894,2
2012-06-23,1,4,25769,21318,296858,2
2012-06-23,1,4,20869,14127,117874,1
2012-06-23,1,5,154070,148180,1476170,5
2012-06-23,1,1,6900,6900,98700,1
2012-06-23,1,3,13569,19220,175628,2
2012-06-23,1,5,79770,82118,1339717,2
2012-06-23,1,1,69500,66108,1534508,2
2012-06-23,1,6,22869,19478,224548,2
2012-06-23,1,2,869,869,900,1
2012-06-23,1,1,20000,20000,213600,2
2012-06-23,1,1,2141,-3468,227595,1
2012-06-23,1,2,5900,-2276,99974,1
2012-06-23,1,1,4202,-4043,4202,1
2012-06-23,1,1,20000,20000,213600,2
2012-06-23,1,2,14700,20657,403058,2
2012-06-23,1,1,37400,62826,827961,2
2012-06-23,1,4,54600,54600,414200,2
2012-06-23,1,2,5770,-685,91374,1
2012-06-23,1,1,126900,149971,1304982,4
2012-06-23,1,3,24799,24328,208940,2
2012-06-23,1,2,15100,6813,15100,2
2012-06-23,2,5,39967,39132,439638,0
2012-06-23,1,1,126900,130002,1452813,4
2012-06-23,1,5,705125,705125,19954725,4
2012-06-23,1,4,17970,14198,216568,2
2012-06-23,1,3,15569,11968,372108,2
2012-06-23,1,1,-413500,1275118,28853460,4
2012-06-23,7,3,40070,34060,717504,2
2012-06-23,1,5,21869,9975,22900,1
2012-06-23,1,6,27769,20765,150714,2
2012-06-23,1,1,-86028,-86028,13042471,4
2012-06-23,1,1,15000,8590,339090,1
2012-06-23,2,1,7267400,7267400,43295800,4
2012-06-23,1,4,105000,105000,670200,2
2012-06-23,1,5,28769,28204,141000,1
2012-06-23,2,1,39900,37383,816141,2
2012-06-23,1,3,654112,654111,11839011,2
2012-06-23,1,1,15019,15019,245900,2
2012-06-23,2,2,20500,16719,501208,2
2012-06-23,1,2,5770,5595,99820,1
2012-06-23,1,6,35569,34855,199419,2
2012-06-23,2,1,-14279,-36104,2502708,6
2012-06-23,1,3,24799,24328,208940,2
2012-06-23,1,2,9800,1475,120274,2
2012-06-23,1,1,64900,-183200,4143334,6
2012-06-23,1,4,25769,25279,429239,2
2012-06-23,1,2,4900,-338,208628,2
2012-06-23,2,3,13569,5079,168114,2
2012-06-23,1,4,1438400,1438400,24218200,4
2012-06-23,1,4,17100,22645,246768,2
2012-06-23,2,1,4900,10715,483368,2
2012-06-23,1,2,2817,-2781,208102,1
2012-06-23,1,5,28769,28025,165800,1
2012-06-23,6,1,467362,195063,165270063,3
2012-06-23,6,1,-285350,-285355,164397244,3
2012-06-23,1,2,682400,857223,39030623,6
2012-06-23,1,2,1100,1100,8738,1
2012-06-23,1,2,104400,109585,1296169,4
2012-06-23,1,5,21869,9975,22900,1
2012-06-23,1,2,2200,2200,17477,2
2012-06-23,2,1,24500,24034,488500,2
2012-06-23,1,3,1063,1063,19970,2
2012-06-23,1,3,625500,625500,12668800,2
2012-06-23,1,4,2187631,1987631,19967231,4
2012-06-23,1,5,16969,10624,123614,1
2012-06-23,3,2,28300,24059,488888,2
2012-06-23,1,3,-14069,-19975,386748,2
2012-06-23,1,3,95369,95369,1858100,2
2012-06-23,1,4,89570,95465,1015335,4
2012-06-23,1,2,12669,6573,139604,1
2012-06-23,1,1,45000,45000,594119,3
2012-06-23,1,1,126900,136305,1122116,4
2012-06-23,1,3,15770,15469,496600,2
2012-06-23,1,2,343400,343400,1394800,6
2012-06-23,1,1,126900,124488,1268500,4
2012-06-23,1,5,43870,34897,206994,2
2012-06-23,1,4,22000,13405,132054,2
2012-06-23,1,3,13570,9920,197288,2
2012-06-23,1,2,12669,16653,229304,1
2012-06-23,1,3,654112,654111,11839011,2
2012-06-23,1,3,654112,654111,11839011,2
2012-06-23,2,6,47768,40252,217712,2
2012-06-23,1,1,11800,14530,194634,1
2012-06-23,1,4,10400,9880,30744,4
2012-06-23,1,4,105000,105000,670200,2
2012-06-23,1,2,4900,10715,204548,2
2012-06-23,1,2,7800,13708,173908,2
2012-06-23,1,1,4040,4040,95840,4
2012-06-23,1,3,8540,8540,100340,4
2012-06-23,1,2,14700,21549,378748,2
2012-06-23,2,4,19569,26192,502110,2
2012-06-23,1,2,682400,682400,38790200,6
2012-06-23,1,2,4900,1415,229628,2
2012-06-23,1,1,-416625,-416625,17501675,4
2012-06-23,1,1,10900,4347,89634,1
2012-06-23,2,2,4900,2715,372248,2
2012-06-23,2,2,9769,9583,231800,1
2012-06-23,1,1,83414,83413,3117013,2
2012-06-23,2,2,20499,16719,423688,2
2012-06-23,1,11,647620,587454,4503229,22
2012-06-23,1,1,10900,7301,202908,2
2012-06-23,2,2,4900,-1724,207294,2
2012-06-23,3,1,8400,3056,1005408,2
2012-06-23,1,1,0,0,980300,2
2012-06-23,2,3,25370,22623,551548,2
2012-06-23,2,6,55568,54436,671837,2
2012-06-23,1,3,14569,14293,207000,2
2012-06-23,2,6,39968,35740,429586,2
2012-06-23,2,3,0,30725,211446,2
2012-06-23,1,1,89469,89469,1867769,1
2012-06-23,1,4,25900,20768,250638,2
2012-06-23,1,1,0,600,8368,1
2012-06-23,1,1,4040,1344,73046,4
2012-06-23,1,2,7800,13670,153350,2
2012-06-23,0,0,13000,13000,115000,0
2012-06-23,1,4,18941,17975,166785,5
2012-06-23,1,5,28770,28204,318560,1
2012-06-23,1,2,661139,661140,6477240,2
2012-06-23,1,1,6900,-4100,98700,1
2012-06-23,1,2,869,-8430,900,2
2012-06-23,1,3,870,-2521,194848,2
2012-06-23,2,3,13569,5079,168114,2
2012-06-23,1,1,15000,37219,1085819,6
2012-06-23,1,3,6769,276,123014,1
2012-06-23,1,3,103100,118308,1227520,4
2012-06-23,1,1,4040,4156,23698,2
2012-06-23,2,3,21369,17336,357788,2
2012-06-23,1,1,24900,25600,172200,1
2012-06-23,2,2,24500,22473,810188,2
2012-06-23,1,1,3370,-4769,3370,1
2012-06-23,1,3,654112,654111,11839011,2
2012-06-23,1,2,116900,144187,2123008,6
2012-06-23,1,2,5770,5302,5800,2
2012-06-23,1,1,11800,5540,338604,1
2012-06-23,2,3,92769,116040,3395440,4
2012-06-23,1,4,12669,18801,240390,2
2012-06-23,1,5,22870,22869,444159,2
2012-06-23,1,3,15569,11282,376108,2
2012-06-23,2,1,13800,5982,151004,1
2012-06-23,2,3,25298,24631,224738,1
2012-06-23,2,1,89900,65943,1500381,4
2012-06-23,3,4,269670,269669,1770900,2
2012-06-23,1,2,4900,10715,246728,2
2012-06-23,1,2,4900,10715,221168,2
2012-06-23,1,1,-350409,-350410,19676789,4
2012-06-23,1,3,67169,60062,480808,2
2012-06-23,1,2,28900,28900,1209300,2
2012-06-23,1,6,37570,36818,312160,2
2012-06-23,2,6,39968,45040,463786,2
2012-06-23,3,1,54900,69825,1963568,2
2012-06-23,1,2,17900,8338,100000,1
2012-06-23,2,4,109370,109369,12992800,2
2012-06-23,2,3,28500,24971,559508,2
2012-06-23,2,2,22500,14026,428894,2
2012-06-23,2,3,11390,12868,935509,1
2012-06-23,1,1,0,0,1083700,2
2012-06-23,1,4,71570,70155,530000,2
2012-06-23,1,2,5900,8723,90854,1
2012-06-23,3,2,26469,28921,327654,1
2012-06-23,1,5,31800,26066,313608,2
2012-06-23,1,4,20869,13024,170804,2
2012-06-23,1,2,9800,17778,388958,2
2012-06-23,3,2,4519,-10619,386704,1
2012-06-23,1,1,24900,32597,555970,2
2012-06-23,1,1,4040,7660,92960,4
2012-06-23,2,4,109370,109369,12992800,2
2012-06-23,1,3,165200,179945,1049945,4
2012-06-23,1,2,3200,-1204,17163,2
2012-06-23,4,3,44970,45543,1872708,2
2012-06-23,6,3,25369,126096,2619421,2
2012-06-23,1,1,11800,4130,151354,1
2012-06-23,1,2,12800,7462,230404,1
2012-06-23,1,3,41700,44299,218554,2
2012-06-23,1,2,25769,30284,371804,1
2012-06-23,1,6,32669,28348,264358,2
2012-06-23,1,1,20040,20039,98099,1
2012-06-23,1,2,53800,78602,1454124,6
2012-06-23,1,5,121070,118715,1314500,4
2012-06-23,2,1,55000,62616,2107616,4
2012-06-23,1,2,25769,25279,356300,2
2012-06-23,1,6,27769,33112,271628,2
2012-06-23,1,2,11770,5200,76854,1
2012-06-23,2,1,39900,42009,1574567,2
2012-06-23,2,4,77300,63272,81300,2
2012-06-23,1,1,11800,12725,235650,1
2012-06-23,1,4,21000,11151,22000,1
2012-06-23,0,0,0,0,225300,0
2012-06-23,4,3,20470,20469,1036339,2
2012-06-23,1,1,0,0,269900,1
2012-06-23,1,1,0,0,0,4
2012-06-23,8,1,280000,280000,8152800,4
2012-06-23,2,2,5770,-685,188994,1
2012-06-23,2,1,55000,55000,256000,1
2012-06-23,1,2,6118,8943,563027,3
2012-06-23,1,5,32669,32669,267400,2
2012-06-23,1,2,43999,46370,450650,2
2012-06-23,1,1,15000,37219,1085819,6
2012-06-23,1,2,9800,9800,309379,1
2012-06-23,2,5,250269,250269,2239900,4
2012-06-23,1,1,10900,4347,89154,1
2012-06-23,1,6,27770,22112,228968,2
2012-06-23,3,2,31300,27045,757268,2
2012-06-23,1,5,121070,118715,1414500,4
2012-06-23,1,3,151556,-108343,19964556,4
2012-06-23,3,2,26470,22651,580704,1
2012-06-23,1,3,151556,-108343,19964556,4
2012-06-23,5,4,2539584,2539582,52229782,2
2012-06-23,1,1,27500,27500,937000,4
2012-06-23,1,1,114900,114900,752200,1
2012-06-23,1,3,13569,9920,222708,2
2012-06-23,1,2,6900,17100,98200,1
2012-06-23,2,5,46867,40573,299752,1
2012-06-23,1,1,0,0,0,4
2012-06-23,1,6,27769,27769,166360,1
2012-06-23,2,1,0,0,594520,1
2012-06-23,2,3,29369,23651,281400,1
2012-06-23,5,1,9102000,9102000,144097300,4
2012-06-23,1,4,18769,11929,135014,1
2012-06-23,2,2,-1770809,-1867193,18421131,4
2012-06-23,4,1,-100000,-100151,1048,2
2012-06-23,1,4,27900,27351,119500,1
2012-06-23,1,3,39569,27818,231200,2
2012-06-23,1,2,5769,8614,121014,1
2012-06-23,1,2,28379,30795,299694,2
2012-06-23,1,1,1126,894,8895,1
2012-06-23,1,2,9800,15708,373188,2
2012-06-23,1,5,31800,31800,382519,1
2012-06-23,1,5,53800,52777,289300,1
2012-06-23,1,2,12669,7233,214704,1
2012-06-23,1,1,4900,-1538,98454,1
2012-06-23,1,1,37400,42186,383108,2
2012-06-23,1,1,27500,37716,736316,4
2012-06-23,1,5,85140,91098,1420459,4
2012-06-23,1,1,-595659,418283,25486414,2
2012-06-23,0,1,5770,5431,5800,0
2012-06-23,1,2,9800,5788,275108,2
2012-06-23,1,4,15570,10144,185988,2
2012-06-23,1,3,11800,14889,140704,2
2012-06-23,1,1,-989693,-989695,37551404,4
2012-06-23,4,2,24500,19716,573854,2
2012-06-23,1,5,347169,347169,3720300,5
2012-06-23,3,2,0,25967,1091020,2
2012-06-23,2,3,0,120480,1493000,2
2012-06-23,1,2,38240,43472,867931,2
2012-06-23,1,2,1537695,1537694,25230794,2
2012-06-23,1,2,114500,114500,709100,4
2012-06-23,1,1,20000,20000,281359,2
2012-06-23,2,2,122700,148567,3207698,4
2012-06-23,1,4,743104,743105,14803505,4
2012-06-23,1,2,9800,9800,281800,1
2012-06-23,1,1,4040,4040,109840,4
2012-06-23,5,1,5500,-163,34129,1
2012-06-23,1,1,125200,125200,719100,4
2012-06-23,1,3,15569,10182,323128,2
2012-06-23,3,1,19600,25355,665804,1
2012-06-23,1,1,0,0,164100,1
2012-06-23,2,3,25370,22075,563908,2
2012-06-23,1,2,20000,20000,196379,2
2012-06-23,1,1,248532,91191,10489332,2
2012-06-23,1,5,37569,36818,345200,2
2012-06-23,2,2,17769,11086,237474,1
2012-06-23,2,1,39900,47772,917330,1
2012-06-23,1,2,1039400,290621,15492896,2
2012-06-23,2,3,20010,10010,1293998,2
2012-06-23,1,1,0,0,139300,1
2012-06-23,1,3,10669,10669,336080,1
2012-06-23,1,1,24900,38384,545957,4
2012-06-23,1,2,14700,12789,357208,2
2012-06-23,1,1,39900,33878,449950,2
2012-06-23,2,1,4900,-1538,280254,1
2012-06-23,1,5,32669,32669,267400,2
2012-06-23,3,3,5770,2268,653048,2
2012-06-23,1,1,4899,7761,107574,1
2012-06-23,1,1,6900,9854,114954,1
2012-06-23,1,5,187770,184149,713500,2
2012-06-23,1,1,4899,4806,104620,1
2012-06-23,2,4,45768,44726,887906,2
2012-06-23,1,2,15569,4273,258600,2
2012-06-23,1,4,25769,28116,546916,4
2012-06-23,1,2,15569,5973,270300,2
2012-06-23,1,3,24669,27573,174604,1
2012-06-23,4,3,870,869,896740,2
2012-06-23,2,3,-178280,-136581,3432178,6
2012-06-23,1,1,4040,3867,15781,1
2012-06-23,1,2,25770,39237,546857,4
2012-06-23,1,4,48970,57305,899730,1
2012-06-23,1,5,87870,87869,534800,2
2012-06-23,1,2,5769,-685,132414,1
2012-06-23,2,1,55000,55000,3919800,4
2012-06-23,1,2,12669,12289,148800,1
2012-06-23,2,1,64900,66621,322854,1
2012-06-23,1,1,-29129,-29130,22805569,2
2012-06-23,1,5,21869,12004,22900,1
2012-06-23,1,2,13700,10408,257168,2
2012-06-23,1,6,87730,84873,487668,2
2012-06-23,1,4,38569,43320,308748,2
2012-06-23,1,3,10669,10669,336080,1
2012-06-23,1,2,9800,9800,434560,1
2012-06-23,1,3,15700,12308,250408,2
2012-06-23,2,3,25370,12657,1002008,2
2012-06-23,1,5,73469,73469,3906900,4
2012-06-23,1,2,15870,15869,1267200,4
2012-06-23,4,2,19599,19600,1018339,1
2012-06-23,2,1,90000,90000,1417400,2
2012-06-23,1,1,25000,28300,556100,2
2012-06-23,1,5,91469,91469,3924900,2
2012-06-23,1,2,11770,5200,111054,1
2012-06-23,1,2,38269,34150,379908,2
2012-06-23,2,4,102698,100747,529898,2
2012-06-23,1,2,10770,27160,1552995,2
2012-06-23,1,2,4900,-3331,133314,2
2012-06-23,1,3,317580,317580,2570880,2
2012-06-23,1,1,59900,56417,645455,2
2012-06-23,1,1,95000,97221,729321,2
2012-06-23,1,1,11800,14530,142654,1
2012-06-23,3,2,34300,33648,679900,2
2012-06-23,2,1,0,0,2724600,4
2012-06-23,0,0,159869,150371,509800,0
2012-06-23,1,2,10700,7228,343608,2
2012-06-23,4,2,8769,27400,3212897,4
2012-06-23,2,1,64900,68940,1878340,4
2012-06-23,1,5,23869,27424,164454,1
2012-06-23,1,1,14900,11878,235799,1
2012-06-23,3,1,25600,18849,438335,1
2012-06-23,1,1,-980700,-980700,26372100,2
2012-06-23,1,1,10000,42314,975014,4
2012-06-23,1,4,17569,15906,402208,2
2012-06-23,1,6,27770,22112,230588,2
2012-06-23,1,1,10900,10626,94659,1
2012-06-23,3,1,-964568,-964570,47947029,2
2012-06-23,0,0,64980,61492,193500,0
2012-06-23,1,3,13669,17395,206004,1
2012-06-23,1,1,48532,48532,10289332,2
2012-06-23,1,3,76200,83994,1954395,3
2012-06-23,1,1,4900,4675,133300,1
2012-06-23,1,2,12670,4753,125804,1
2012-06-23,1,1,24900,24900,289140,2
2012-06-23,1,1,10900,10626,88959,1
2012-06-23,1,2,119699,-657744,1360476,1
2012-06-23,1,5,21869,10304,22900,1
2012-06-23,2,2,10769,45405,2595240,2
2012-06-23,1,3,203600,206288,1558810,6
2012-06-23,1,2,5808,16214,1122155,4
2012-06-23,1,6,27769,20765,122874,2
2012-06-23,1,5,98169,96250,434500,2
2012-06-23,1,2,48100,39813,311400,2
2012-06-23,1,3,44770,52244,464974,2
2012-06-23,1,5,28769,22958,226854,1
2012-06-23,3,2,26470,22501,563454,1
2012-06-23,1,4,631925,631925,11380125,1
2012-06-23,5,1,9104700,8936982,144260282,4
2012-06-23,4,3,5770,11568,698108,2
2012-06-23,1,2,12214,18660,1206023,4
2012-06-23,1,4,15969,21398,319388,2
2012-06-23,1,1,52400,81930,2013126,7
2012-06-23,1,5,1805900,1805900,17200400,2
2012-06-23,1,2,-453931,-453929,39889670,4
2012-06-23,1,2,-453931,-453929,39889670,4
2012-06-23,1,4,24899,30297,186648,2
2012-06-23,2,1,4900,-1538,207294,1
2012-06-23,2,1,18700,18345,148100,1
2012-06-23,1,6,27769,29953,163635,1
2012-06-23,1,1,4900,4621,4900,2
2012-06-23,1,5,1805900,1805900,17200400,2
2012-06-23,1,6,30670,30669,172379,1
2012-06-23,2,1,-312506,764291,29035656,4
2012-06-23,1,5,1805900,1805900,17200400,2
2012-06-23,1,2,25770,33631,1163651,4
2012-06-23,1,2,-893837,89792,35832843,6
2012-06-23,2,5,52897,45547,419692,2
2012-06-23,1,1,496711,200328,11831212,2
2012-06-23,2,3,43569,34696,321954,1
2012-06-23,1,3,6769,-1442,122995,1
2012-06-23,1,1,4338000,4338000,25253900,4
2012-06-23,2,1,16900,19533,170454,1
2012-06-23,4,3,2485125,2485125,61643425,4
2012-06-23,1,4,147569,147569,527800,2
2012-06-23,2,2,122700,115277,1437208,2
2012-06-23,2,4,21268,21268,447537,1
2012-06-23,1,6,1540975,1540975,22344975,2
2012-06-23,1,4,17569,14366,467008,2
2012-06-23,1,3,474634,214735,20732735,4
2012-06-23,3,1,-156062,-156059,44213340,4
2012-06-23,1,1,1820400,1820400,23473800,4
2012-06-23,2,1,16900,10233,253494,1
2012-06-23,3,1,92400,81582,572954,1
2012-06-23,2,2,122700,208562,1898893,4
2012-06-23,1,1,27500,27500,708600,2
2012-06-23,1,4,25769,22598,531798,2
2012-06-23,1,2,10600,5307,211388,2
2012-06-23,1,3,13569,9920,183128,2
2012-06-23,1,3,12770,9116,216068,2
2012-06-23,2,2,65769,132494,2082574,4
2012-06-23,5,6,120670,120669,1550500,2
2012-06-23,1,1,24900,50625,1447598,6
2012-06-23,1,2,18500000,18992000,20960000,2
2012-06-23,1,1,185400,120468,4372916,4
2012-06-23,1,1,1816,9621,421875,2
2012-06-23,2,1,-373818,-373820,32446479,4
2012-06-23,1,3,57200,57200,234700,1
2012-06-23,1,3,28700,28700,204000,1
2012-06-23,1,2,14700,9329,235648,2
2012-06-23,1,2,-1826700,-1826700,16814000,4
2012-06-23,1,1,1849,5882,425317,2
2012-06-23,1,3,19470,10729,203268,2
2012-06-23,1,2,9800,5402,267128,2
2012-06-23,1,4,1317632,1023741,11755632,2
2012-06-23,1,3,8599,2254,105574,1
2012-06-23,1,2,13700,10048,250648,2
2012-06-23,1,2,16814000,16814000,16814000,4
2012-06-23,1,2,25800,25026,483500,2
2012-06-23,1,1,27500,27500,1022200,4
2012-06-23,1,5,99470,97525,1515700,3
2012-06-23,1,2,24069,16316,184204,1
2012-06-23,1,2,38269,40075,151554,1
2012-06-23,1,3,39069,41228,235854,1
2012-06-23,1,5,59070,59069,1190000,2
2012-06-23,1,2,1039400,1039400,15413000,2
2012-06-23,1,1,268500,268500,3140300,4
2012-06-23,1,2,4900,10661,208628,2
2012-06-23,2,3,-56409,-56410,19972589,4
2012-06-23,1,1,27500,27500,708600,2
2012-06-23,1,1,6900,6900,130359,1
2012-06-23,1,2,38269,55266,1726424,6
2012-06-23,1,3,8669,14578,174148,2
2012-06-23,1,1,0,-1242929,36389770,4
2012-06-23,1,2,49900,49900,1047400,4
2012-06-23,1,3,677864,677864,15191364,4
2012-06-23,4,2,38300,34310,1229558,2
2012-06-23,1,2,23769,23318,113259,1
2012-06-23,1,3,582218,988438,25327592,4
2012-06-23,2,4,31169,25142,366628,2
2012-06-23,1,5,23869,23869,231580,1
2012-06-23,1,1,27500,27500,1234600,4
2012-06-23,3,4,19470,22709,338654,1
2012-06-23,1,2,9800,4522,289608,2
2012-06-23,2,1,16900,19533,271734,1
2012-06-23,2,1,-270809,-270810,19560989,4
2012-06-23,2,4,129669,129669,2249300,4
2012-06-23,1,2,11769,6693,97714,1
2012-06-23,1,2,28370,28369,1235500,4
2012-06-23,1,4,183170,179635,1473100,6
2012-06-23,1,2,66300,65039,676400,1
2012-06-23,2,2,870,6778,406368,2
2012-06-23,1,2,13700,9897,189228,2
2012-06-23,1,1,764262,564262,19650462,2
2012-06-23,1,4,65270,65269,1125100,4
2012-06-23,1,5,110270,128820,1238099,5
2012-06-23,1,2,14700,9329,219408,2
2012-06-23,1,1,27500,27500,1234600,4
2012-06-23,2,5,145869,143098,2318700,4
2012-06-23,1,5,41570,38920,447898,2
2012-06-23,1,5,81470,118180,1058912,3
2012-06-23,1,3,58669,50377,300928,2
2012-06-23,1,5,135469,132841,3104800,4
2012-06-23,1,1,11800,11575,119639,0
2012-06-23,2,3,25369,21495,440308,2
2012-06-23,1,2,66300,76683,1427872,2
2012-06-23,1,5,17969,15498,250428,2
2012-06-23,4,2,35200,31808,837588,2
2012-06-23,1,1,11800,11575,147800,1
2012-06-23,3,2,18580,24395,457528,2
2012-06-23,1,3,67169,65892,3033700,4
2012-06-23,1,2,0,-5129,200270,2
2012-06-23,1,4,78900,82535,649987,4
2012-06-23,2,1,16900,10233,210854,1
2012-06-23,1,3,14569,10291,443138,2
2012-06-23,2,4,48898,45061,587506,2
2012-06-23,1,3,15569,12292,398558,2
2012-06-23,3,3,24370,29814,485508,2
2012-06-23,2,2,19570,24292,403854,1
2012-06-23,1,4,15570,15235,235620,0
2012-06-23,2,3,25300,30727,420008,2
2012-06-23,1,3,15569,11382,294708,2
2012-06-23,3,5,364169,364169,2850600,4
2012-06-23,2,2,80299,74819,514728,2
2012-06-23,1,1,4900,-1538,88854,1
2012-06-23,1,2,38270,45576,553034,4
2012-06-23,3,2,9270,24551,1053958,2
2012-06-23,8,1,60099,75432,2359454,1
2012-06-23,1,2,25770,25279,731100,4
2012-06-23,1,2,25770,29076,745896,4
2012-06-23,3,1,54900,60811,888654,1
2012-06-23,1,1,24900,31758,1244531,4
2012-06-23,2,3,5219,4986,58094,2
2012-06-23,2,1,64900,82492,1895325,4
2012-06-23,1,2,56400,56400,1585200,4
2012-06-23,1,5,96770,96769,1247900,4
2012-06-23,2,3,7418,7186,43294,2
2012-06-23,1,4,155400,155400,1216800,4
2012-06-23,1,2,14700,21959,343258,2
2012-06-23,1,3,14569,10901,225328,2
2012-06-23,1,2,12669,6083,163614,1
2012-06-23,2,3,7418,7186,43294,1
2012-06-23,6,1,46300,51974,868854,1
2012-06-23,1,2,0,0,193740,1
2012-06-23,5,1,7400,10625,3658766,4
2012-06-23,1,2,13700,19348,279148,2
2012-06-23,1,2,14700,22629,419508,2
2012-06-23,1,5,17969,12498,219648,2
2012-06-23,1,5,100370,100369,1521100,4
2012-06-23,1,2,10600,16415,231428,2
2012-06-23,2,4,113200,110995,18612200,3
2012-06-23,1,2,38200,38041,285020,2
2012-06-23,1,6,27770,22112,284168,2
2012-06-23,2,2,4900,4806,400540,2
2012-06-23,1,2,15869,15869,1742200,4
2012-06-23,1,6,37570,44266,356808,2
2012-06-23,1,3,13569,13312,228200,1
2012-06-23,1,2,28400,28400,1311900,6
2012-06-23,1,5,2141525,2141525,19424625,2
2012-06-23,1,5,2141525,2141525,19424625,2
2012-06-23,1,4,144970,138888,644826,2
2012-06-23,1,2,38269,41050,403408,2
2012-06-23,2,2,18041,-12881,1813887,4
2012-06-23,1,3,5770,5659,199540,1
2012-06-23,1,3,132700,141495,1214469,1
2012-06-23,1,1,10327,27919,2331729,5
2012-06-23,3,2,9270,9093,1029200,2
2012-06-23,1,1,-5246,-5246,239412,4
2012-06-23,3,3,179969,176549,2252400,4
2012-06-23,1,2,43599,41783,351825,3
2012-06-23,1,1,4899,-1538,107574,1
2012-06-23,1,5,135469,173890,5606169,4
2012-06-23,1,2,14700,9329,219408,2
2012-06-23,1,1,60900,69650,1955650,4
2012-06-23,1,1,37400,36688,1142600,4
2012-06-23,1,3,86751,98166,1079945,5
2012-06-23,1,4,17100,16736,204379,2
2012-06-23,2,1,55000,55000,1985800,4
2012-06-23,1,2,14700,12009,268508,2
2012-06-23,1,1,900,8186,1749186,4
2012-06-23,1,1,37400,48309,281420,2
2012-06-23,1,1,6000,6000,112900,1
2012-06-23,1,1,15000,8550,318950,1
2012-06-23,4,1,67149,115812,6300512,4
2012-06-23,1,2,28370,28369,1620200,4
2012-06-23,1,2,15870,15869,1517200,4
2012-06-23,1,2,44599,40254,493450,2
2012-06-23,1,4,1795400,3099150,36593067,6
2012-06-23,1,3,45250,45249,186839,1
2012-06-23,1,2,49800,48755,807388,2
2012-06-23,2,4,33170,33169,557200,2
2012-06-23,2,3,5769,11568,400508,2
2012-06-23,1,1,27500,27500,550400,4
2012-06-23,1,3,5769,2268,206108,2
2012-06-23,2,5,46869,39595,327254,1
2012-06-23,2,1,4900,7761,232374,1
2012-06-23,1,1,24900,50433,1487406,6
2012-06-23,1,2,43900,59534,834034,4
2012-06-23,1,2,682400,682400,27576400,4
2012-06-23,1,3,28900,23259,265028,2
2012-06-23,1,2,10769,22430,1807965,4
2012-06-23,1,1,0,-4375,146804,1
2012-06-23,1,3,10670,7675,259768,2
2012-06-23,1,2,8800,14988,192568,2
2012-06-23,1,1,19900,19900,423600,2
2012-06-23,1,5,99591,115816,1552107,6
2012-06-23,3,2,6826,6594,49840,2
2012-06-23,2,1,0,-9131,217994,1
2012-06-23,1,1,10900,13647,116514,1
2012-06-23,1,4,57400,57400,323700,1
2012-06-23,1,5,861158,794286,2674858,1
2012-06-23,1,2,8800,11494,159414,2
2012-06-23,1,4,57400,57400,323700,1
2012-06-23,1,3,14569,11181,198368,2
2012-06-23,2,5,40867,40868,363977,1
2012-06-23,4,2,70769,85393,2287168,2
2012-06-23,1,2,38270,62419,801277,2
2012-06-23,1,5,28769,22798,207654,1
2012-06-23,2,2,244769,263115,3823396,4
2012-06-23,1,1,-3707062,-3707064,91881935,6
2012-06-23,2,1,114900,135062,2286645,5
2012-06-23,1,5,144570,149847,1428078,4
2012-06-23,1,4,401009,401009,2056009,1
2012-06-23,1,1,7331,33311,803650,2
2012-06-23,1,6,32669,26905,300235,2
2012-06-23,1,5,22000,27870,254390,2
2012-06-23,3,3,29170,25223,547928,2
2012-06-23,1,1,91400,195284,2511883,2
2012-06-23,1,2,6869,9824,93614,1
2012-06-23,4,3,1410550,1410550,66403950,4
2012-06-23,1,2,1039400,1039400,36438800,3
2012-06-23,3,1,22900,16119,318174,1
2012-06-23,3,3,179969,193063,2268913,4
